Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","678","Sao Tome and Principe","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.434","E","Estimated value"
"ET","Temperature change on land","678","Sao Tome and Principe","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.203","E","Estimated value"
"ET","Temperature change on land","678","Sao Tome and Principe","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.178","E","Estimated value"
"ET","Temperature change on land","678","Sao Tome and Principe","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.187","E","Estimated value"
"ET","Temperature change on land","678","Sao Tome and Principe","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.57","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.792","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.672","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.484","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.224","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.804","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.844","E","Estimated value"
"ET","Temperature change on land","682","Saudi Arabia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.238","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.029","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.486","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.777","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.892","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.54","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.052","E","Estimated value"
"ET","Temperature change on land","686","Senegal","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.926","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.353","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.117","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.847","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.628","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.977","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.606","E","Estimated value"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.402","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.738","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.199","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.256","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.707","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.547","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.984","E","Estimated value"
"ET","Temperature change on land","690","Seychelles","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.585","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.951","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.4","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.579","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.589","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.482","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.343","E","Estimated value"
"ET","Temperature change on land","694","Sierra Leone","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.616","E","Estimated value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","702","Singapore","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.54","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.412","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.038","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.288","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.028","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.468","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.358","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.399","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.314","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.204","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.513","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.495","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.568","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.225","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.392","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.652","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.624","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.302","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.467","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.436","E","Estimated value"
"ET","Temperature change on land","090","Solomon Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.636","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.189","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.032","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.232","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.096","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.149","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.831","E","Estimated value"
"ET","Temperature change on land","706","Somalia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.137","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.071","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.978","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.985","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.867","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.014","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.053","E","Estimated value"
"ET","Temperature change on land","710","South Africa","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.553","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.814","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.193","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.039","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.139","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.725","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.814","E","Estimated value"
"ET","Temperature change on land","239","South Georgia and the South Sandwich Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.005","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.259","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.081","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.606","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.081","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.881","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.433","E","Estimated value"
"ET","Temperature change on land","728","South Sudan","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.975","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.109","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.48","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.018","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.356","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.401","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.565","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.283","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.616","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.028","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.06","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.805","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.744","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.892","E","Estimated value"
"ET","Temperature change on land","144","Sri Lanka","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.478","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.39","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.05","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.709","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.438","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.008","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.439","E","Estimated value"
"ET","Temperature change on land","729","Sudan","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.319","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.598","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.869","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.01","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.619","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.606","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.11","E","Estimated value"
"ET","Temperature change on land","740","Suriname","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.802","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","4.063","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.87","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°C","3.01","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°C","3.509","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°C","3.576","E","Estimated value"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2024","2024","°C","3.689","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.853","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.571","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.949","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.853","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.133","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.475","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.027","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.355","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.109","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.519","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.201","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.882","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.796","E","Estimated value"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.867","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.343","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.505","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.815","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.175","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.448","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.852","E","Estimated value"
"ET","Temperature change on land","760","Syrian Arab Republic","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.289","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.688","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.414","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.139","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.09","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.22","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.887","E","Estimated value"
"ET","Temperature change on land","762","Tajikistan","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.138","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.883","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.782","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.543","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.053","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.943","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.471","E","Estimated value"
"ET","Temperature change on land","764","Thailand","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.054","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.921","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.022","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.857","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.268","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.122","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.796","E","Estimated value"
"ET","Temperature change on land","626","Timor-Leste","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.603","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.101","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.242","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.137","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.534","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.951","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.359","E","Estimated value"
"ET","Temperature change on land","768","Togo","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.624","E","Estimated value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","772","Tokelau","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.827","E","Estimated value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.396","E","Estimated value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.206","E","Estimated value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.985","E","Estimated value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.666","E","Estimated value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.003","E","Estimated value"
"ET","Temperature change on land","776","Tonga","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.378","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.121","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.631","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.823","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.369","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.099","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.724","E","Estimated value"
"ET","Temperature change on land","780","Trinidad and Tobago","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.397","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.362","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.172","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.831","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","2.372","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.971","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.255","E","Estimated value"
"ET","Temperature change on land","788","Tunisia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.69","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.617","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.656","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.821","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.866","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.253","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.987","E","Estimated value"
"ET","Temperature change on land","792","Türkiye","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.676","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.563","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.827","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.54","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.682","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2022","2022","°C","2.554","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.429","E","Estimated value"
"ET","Temperature change on land","795","Turkmenistan","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.391","E","Estimated value"
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","796","Turks and Caicos Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
